Nível,Código,Designação
6,060120,União das freguesias de Cerdeira e Moura da Serra
6,060121,União das freguesias de Côja e Barril de Alva
6,060122,União das freguesias de Vila Cova de Alva e Anseriz
5,0602,Cantanhede
6,060201,Ançã
6,060203,Cadima
6,060205,Cordinhã
6,060207,Febres
6,060208,Murtede
6,060209,Ourentã
6,060218,Sanguinheira
6,060215,São Caetano
6,060214,Tocha
6,060220,União das freguesias de Cantanhede e Pocariça
6,060221,União das freguesias de Covões e Camarneira
6,060222,União das freguesias de Portunhos e Outil
6,060223,União das freguesias de Sepins e Bolho
6,060224,União das freguesias de Vilamar e Corticeiro de Cima
5,0603,Coimbra
6,060301,Almalaguês
6,060309,Brasfemes
6,060311,Ceira
6,060312,Cernache
6,060318,Santo António dos Olivais
6,060320,São João do Campo
6,060324,São Silvestre
6,060329,Torres do Mondego
6,060332,União das freguesias de Antuzede e Vil de Matos
6,060333,União das freguesias de Assafarge e Antanhol
6,060334,"União das freguesias de Coimbra (Sé Nova, Santa Cruz, Almedina e São Bartolomeu)"
6,060335,União das freguesias de Eiras e São Paulo de Frades
6,060336,União das freguesias de Santa Clara e Castelo Viegas
6,060337,União das freguesias de São Martinho de Árvore e Lamarosa
6,060338,União das freguesias de São Martinho do Bispo e Ribeira de Frades
6,060339,União das freguesias de Souselas e Botão
6,060340,"União das freguesias de Taveiro, Ameal e Arzila"
6,060341,União das freguesias de Trouxemil e Torre de Vilela
5,0604,Condeixa-a-Nova
6,060401,Anobra
6,060406,Ega
6,060407,Furadouro
6,060411,União das freguesias de Condeixa-a-Velha e Condeixa-a-Nova
6,060412,União das freguesias de Sebal e Belide
6,060413,União das freguesias de Vila Seca e Bem da Fé
6,060410,Zambujal
5,0605,Figueira da Foz
6,060519,Alhadas
6,060502,Alqueidão
6,060515,Bom Sucesso
6,060520,Buarcos e São Julião
6,060521,Ferreira-a-Nova
6,060522,Lavos
6,060507,Maiorca
6,060508,Marinha das Ondas
6,060518,Moinhos da Gândara
6,060523,Paião
6,060524,Quiaios
6,060514,São Pedro
6,060512,Tavarede
6,060513,Vila Verde
5,0606,Góis
6,060601,Alvares
6,060604,Góis
6,060606,União das freguesias de Cadafaz e Colmeal
6,060605,Vila Nova do Ceira
5,0607,Lousã
6,060706,Gândaras
6,060704,Serpins
6,060707,União das freguesias de Foz de Arouce e Casal de Ermio
6,060708,União das freguesias de Lousã e Vilarinho
5,0111,Mealhada
6,011102,Barcouço
6,011103,Casal Comba
6,011104,Luso
6,011106,Pampilhosa
6,011109,"União das freguesias da Mealhada, Ventosa do Bairro e Antes"
6,011107,Vacariça
5,0608,Mira
6,060803,Carapelhos
6,060801,Mira
6,060804,Praia de Mira
6,060802,Seixo
5,0609,Miranda do Corvo
6,060901,Lamas
6,060902,Miranda do Corvo
6,060906,União das freguesias de Semide e Rio Vide
6,060905,Vila Nova
5,0610,Montemor-o-Velho
6,061002,Arazede
6,061003,Carapinheira
6,061014,Ereira
6,061005,Liceia
6,061006,Meãs do Campo
6,061008,Pereira
6,061009,Santo Varão
6,061010,Seixo de Gatões
6,061011,Tentúgal
6,061015,"União das freguesias de Abrunheira, Verride e Vila Nova da Barca"
6,061016,União das freguesias de Montemor-o-Velho e Gatões
5,1808,Mortágua
6,180802,Cercosa
6,180804,Espinho
6,180805,Marmeleira
6,180807,Pala
6,180808,Sobral
6,180809,Trezói
6,180811,"União das freguesias de Mortágua, Vale de Remígio, Cortegaça e Almaça"
5,0611,Oliveira do Hospital
6,061101,Aldeia das Dez
6,061102,Alvoco das Várzeas
6,061103,Avô
6,061104,Bobadela
6,061106,Lagares
6,061109,Lourosa
6,061110,Meruge
6,061111,Nogueira do Cravo
6,061115,São Gião
6,061118,Seixo da Beira
6,061119,Travanca de Lagos
6,061122,União das freguesias de Ervedal e Vila Franca da Beira
6,061123,União das freguesias de Lagos da Beira e Lajeosa
6,061124,União das freguesias de Oliveira do Hospital e São Paio de Gramaços
6,061125,União das freguesias de Penalva de Alva e São Sebastião da Feira
6,061126,União das freguesias de Santa Ovaia e Vila Pouca da Beira
5,0612,Pampilhosa da Serra
6,061201,Cabril
6,061202,Dornelas do Zêzere
6,061211,Fajão-Vidual
6,061204,Janeiro de Baixo
6,061206,Pampilhosa da Serra
6,061207,Pessegueiro
6,061212,Portela do Fojo-Machio
6,061209,Unhais-o-Velho
5,0613,Penacova
6,061301,Carvalho
6,061302,Figueira de Lorvão
6,061304,Lorvão
6,061307,Penacova
6,061310,Sazes do Lorvão
6,061312,União das freguesias de Friúmes e Paradela
6,061313,União das freguesias de Oliveira do Mondego e Travanca do Mondego
6,061314,União das freguesias de São Pedro de Alva e São Paio de Mondego
5,0614,Penela
6,061401,Cumeeira
6,061402,Espinhal
6,061403,Podentes
6,061407,"União das freguesias de São Miguel, Santa Eufémia e Rabaçal"
5,0615,Soure
6,061501,Alfarelos
6,061504,Figueiró do Campo
6,061506,Granja do Ulmeiro
6,061508,Samuel
6,061509,Soure
6,061510,Tapéus
6,061513,União das freguesias de Degracias e Pombalinho
6,061514,União das freguesias de Gesteira e Brunhós
6,061511,Vila Nova de Anços
6,061512,Vinha da Rainha
5,0616,Tábua
6,061602,Candosa
6,061603,Carapinha
6,061608,Midões
6,061609,Mouronho
6,061611,Póvoa de Midões
6,061612,São João da Boa Vista
6,061614,Tábua
6,061616,União das freguesias de Ázere e Covelo
6,061617,União das freguesias de Covas e Vila Nova de Oliveirinha
6,061618,União das freguesias de Espariz e Sinde
6,061619,União das freguesias de Pinheiro de Coja e Meda de Mouros
5,0617,Vila Nova de Poiares
6,061701,Arrifana
6,061702,Lavegadas
6,061703,Poiares (Santo André)
6,061704,São Miguel de Poiares
4,16F,Região de Leiria
5,1002,Alvaiázere
6,100201,Almoster
6,100208,Alvaiázere
6,100204,Maçãs de Dona Maria
6,100205,Pelmá
6,100209,Pussos São Pedro
5,1003,Ansião
6,100301,Alvorge
6,100309,Ansião
6,100303,Avelar
6,100304,Chão de Couce
6,100306,Pousaflores
6,100307,Santiago da Guarda
5,1004,Batalha
6,100401,Batalha
6,100404,Golpilheira
6,100402,Reguengo do Fetal
6,100403,São Mamede
5,1007,Castanheira de Pêra
6,100703,União das freguesias de Castanheira de Pêra e Coentral
5,1008,Figueiró dos Vinhos
6,100801,Aguda
6,100802,Arega
6,100803,Campelo
6,100806,União das freguesias de Figueiró dos Vinhos e Bairradas
5,1009,Leiria
6,100901,Amor
6,100902,Arrabal
6,100925,Bajouca
6,100926,Bidoeira de Cima
6,100907,Caranguejeira
6,100909,Coimbrão
6,100913,Maceira
6,100915,Milagres
6,100921,Regueira de Pontes
6,100932,União das freguesias de Colmeias e Memória
6,100933,"União das freguesias de Leiria, Pousos, Barreira e Cortes"
6,100934,União das freguesias de Marrazes e Barosa
6,100935,União das freguesias de Monte Real e Carvide
6,100936,União das freguesias de Monte Redondo e Carreira
6,100937,União das freguesias de Parceiros e Azoia
6,100938,União das freguesias de Santa Catarina da Serra e Chainça
6,100939,União das freguesias de Santa Eufémia e Boa Vista
6,100940,União das freguesias de Souto da Carpalhosa e Ortigosa
5,1010,Marinha Grande
6,101001,Marinha Grande
6,101003,Moita
6,101002,Vieira de Leiria
5,1013,Pedrógão Grande
6,101301,Graça
6,101302,Pedrógão Grande
6,101303,Vila Facaia
5,1015,Pombal
6,101501,Abiul
6,101503,Almagreira
6,101504,Carnide
6,101505,Carriço
6,101506,Louriçal
6,101515,Meirinhas
6,101508,Pelariga
6,101509,Pombal
6,101510,Redinha
6,101518,"União das freguesias de Guia, Ilha e Mata Mourisca"
6,101519,União das freguesias de Santiago e São Simão de Litém e Albergaria dos Doze
6,101513,Vermoil
6,101514,Vila Cã
5,1016,Porto de Mós
6,101602,Alqueidão da Serra
6,101605,Calvaria de Cima
6,101606,Juncal
6,101608,Mira de Aire
6,101609,Pedreiras
6,101614,Porto de Mós - São João Baptista e São Pedro
6,101610,São Bento
6,101613,Serro Ventoso
6,101615,União das freguesias de Alvados e Alcaria
6,101616,União das freguesias de Arrimal e Mendiga
4,16G,Viseu Dão Lafões
5,0901,Aguiar da Beira
6,090102,Carapito
6,090103,Cortiçada
6,090105,Dornelas
6,090106,Eirado
6,090107,Forninhos
6,090109,Pena Verde
6,090110,Pinheiro
6,090114,União das freguesias de Aguiar da Beira e Coruche
6,090115,União das freguesias de Sequeiros e Gradiz
6,090116,União das freguesias de Souto de Aguiar da Beira e Valverde
5,1802,Carregal do Sal
6,180201,Beijós
6,180202,Cabanas de Viriato
6,180208,Carregal do Sal
6,180204,Oliveira do Conde
6,180206,Parada
5,1803,Castro Daire
6,180301,Almofala
6,180303,Cabril
6,180304,Castro Daire
6,180305,Cujó
6,180309,Gosende
6,180312,Mões
6,180313,Moledo
6,180314,Monteiras
6,180317,Pepim
6,180319,Pinheiro
6,180322,São Joaninho
6,180323,"União das freguesias de Mamouros, Alva e Ribolhos"
6,180324,União das freguesias de Mezio e Moura Morta
6,180325,União das freguesias de Parada de Ester e Ester
6,180326,União das freguesias de Picão e Ermida
6,180327,União das freguesias de Reriz e Gafanhão
5,1806,Mangualde
6,180601,Abrunhosa-a-Velha
6,180602,Alcafache
6,180605,Cunha Baixa
6,180606,Espinho
6,180607,Fornos de Maceira Dão
6,180608,Freixiosa
6,180614,Quintela de Azurara
6,180616,São João da Fresta
6,180619,"União das freguesias de Mangualde, Mesquitela e Cunha Alta"
6,180620,União das freguesias de Moimenta de Maceira Dão e Lobelhe do Mato
6,180621,União das freguesias de Santiago de Cassurrães e Póvoa de Cervães
6,180622,"União das freguesias de Tavares (Chãs, Várzea e Travanca)"
5,1809,Nelas
6,180901,Canas de Senhorim
6,180908,Lapa do Lobo
6,180903,Nelas
6,180905,Senhorim
6,180910,União das freguesias de Carvalhal Redondo e Aguieira
6,180911,União das freguesias de Santar e Moreira
6,180906,Vilar Seco
5,1810,Oliveira de Frades
6,181002,Arcozelo das Maias
6,181005,Pinheiro
6,181007,Ribeiradio
6,181008,São João da Serra
6,181009,São Vicente de Lafões
6,181013,União das freguesias de Arca e Varzielas
6,181014,União das freguesias de Destriz e Reigoso
6,181015,"União das freguesias de Oliveira de Frades, Souto de Lafões e Sejães"
5,1811,Penalva do Castelo
6,181102,Castelo de Penalva
6,181103,Esmolfe
6,181104,Germil
6,181105,Ínsua
6,181106,Lusinde
6,181109,Pindo
6,181110,Real
6,181111,Sezures
6,181112,Trancozelos
6,181114,União das freguesias de Antas e Matela
6,181115,União das freguesias de Vila Cova do Covelo/Mareco
5,1814,Santa Comba Dão
6,181403,Pinheiro de Ázere
6,181405,São Joaninho
6,181406,São João de Areias
6,181410,União das freguesias de Ovoa e Vimieiro
6,181411,União das freguesias de Santa Comba Dão e Couto do Mosteiro
6,181412,União das freguesias de Treixedo e Nagozela
5,1816,São Pedro do Sul
6,181602,Bordonhos
6,181606,Figueiredo de Alva
6,181607,Manhouce
6,181608,Pindelo dos Milagres
6,181609,Pinho
6,181612,São Félix
6,181615,Serrazes
6,181616,Sul
6,181620,União das freguesias de Carvalhais e Candal
6,181621,União das freguesias de Santa Cruz da Trapa e São Cristóvão de Lafões
6,181622,União das freguesias de São Martinho das Moitas e Covas do Rio
6,181623,"União das freguesias de São Pedro do Sul, Várzea e Baiões"
6,181617,Valadares
6,181619,Vila Maior
5,1817,Sátão
6,181702,Avelal
6,181704,Ferreira de Aves
6,181706,Mioma
6,181707,Rio de Moinhos
6,181709,São Miguel de Vila Boa
6,181710,Sátão
6,181711,Silvã de Cima
6,181713,União das freguesias de Águas Boas e Forles
6,181714,"União das freguesias de Romãs, Decermilo e Vila Longa"
5,1821,Tondela
6,182102,Campo de Besteiros
6,182103,Canas de Santa Maria
6,182105,Castelões
6,182106,Dardavaz
6,182107,Ferreirós do Dão
6,182108,Guardão
6,182109,Lajeosa do Dão
6,182110,Lobão da Beira
6,182111,Molelos
6,182116,Parada de Gonta
6,182118,Santiago de Besteiros
6,182122,Tonda
6,182127,União das freguesias de Barreiro de Besteiros e Tourigo
6,182128,União das freguesias de Caparrosa e Silvares
6,182129,União das freguesias de Mouraz e Vila Nova da Rainha
6,182130,União das freguesias de São João do Monte e Mosteirinho
6,182131,União das freguesias de São Miguel do Outeiro e Sabugosa
6,182132,União das freguesias de Tondela e Nandufe
6,182133,União das freguesias de Vilar de Besteiros e Mosteiro de Fráguas
5,1822,Vila Nova de Paiva
6,182203,Pendilhe
6,182204,Queiriga
6,182205,Touro
6,182208,"União das freguesias de Vila Nova de Paiva, Alhais e Fráguas"
6,182206,Vila Cova à Coelheira
5,1823,Viseu
6,182301,Abraveses
6,182304,Bodiosa
6,182305,Calde
6,182306,Campo
6,182307,Cavernães
6,182310,Cota
6,182337,Coutos de Viseu
6,182315,Fragosela
6,182338,Freguesia de Fail e Vila Chã de Sá
6,182316,Lordosa
6,182318,Mundão
6,182319,Orgens
6,182320,Povolide
6,182321,Ranhados
6,182339,Repeses e São Salvador
6,182322,Ribafeita
6,182323,Rio de Loba
6,182325,Santos Evos
6,182340,São Cipriano e Vil de Souto
6,182327,São João de Lourosa
6,182329,São Pedro de France
6,182317,Silgueiros
6,182335,União das freguesias de Barreiros e Cepões
6,182336,"União das freguesias de Boa Aldeia, Farminhão e Torredeita"
6,182341,Viseu
5,1824,Vouzela
6,182401,Alcofra
6,182403,Campia
6,182407,Fornelo do Monte
6,182409,Queirã
6,182410,São Miguel do Mato
6,182413,União das freguesias de Cambra e Carvalhal de Vermilhas
6,182414,União das freguesias de Fataunços e Figueiredo das Donas
6,182415,União das freguesias de Vouzela e Paços de Vilharigues
6,182411,Ventosa
4,16H,Beira Baixa
5,0502,Castelo Branco
6,050201,Alcains
6,050202,Almaceda
6,050203,Benquerenças
6,050205,Castelo Branco
6,050211,Lardosa
6,050212,Louriçal do Campo
6,050214,Malpica do Tejo
6,050216,Monforte da Beira
6,050220,Salgueiro do Campo
6,050221,Santo André das Tojeiras
6,050222,São Vicente da Beira
6,050223,Sarzedas
6,050225,Tinalhas
6,050226,União das freguesias de Cebolais de Cima e Retaxo
6,050227,União das freguesias de Escalos de Baixo e Mata
6,050228,União das freguesias de Escalos de Cima e Lousa
6,050229,União das freguesias de Freixial e Juncal do Campo
6,050230,União das freguesias de Ninho do Açor e Sobral do Campo
6,050231,União das freguesias de Póvoa de Rio de Moinhos e Cafede
5,0505,Idanha-a-Nova
6,050502,Aldeia de Santa Margarida
6,050505,Ladoeiro
6,050506,Medelim
6,050509,Oledo
6,050510,Penha Garcia
6,050511,Proença-a-Velha
6,050512,Rosmaninhal
6,050514,São Miguel de Acha
6,050516,Toulões
6,050518,União das freguesias de Idanha-a-Nova e Alcafozes
6,050519,União das freguesias de Monfortinho e Salvaterra do Extremo
6,050520,União das freguesias de Monsanto e Idanha-a-Velha
6,050521,União das freguesias de Zebreira e Segura
5,0506,Oleiros
6,050601,Álvaro
6,050603,Cambas
6,050613,Estreito-Vilar Barroco
6,050605,Isna
6,050606,Madeirã
6,050607,Mosteiro
6,050614,Oleiros-Amieira
6,050609,Orvalho
6,050610,Sarnadas de São Simão
6,050611,Sobral
5,0507,Penamacor
6,050704,Aranhas
6,050706,Benquerença
6,050707,Meimão
6,050708,Meimoa
6,050710,Penamacor
6,050711,Salvador
6,050713,"União das freguesias de Aldeia do Bispo, Águas e Aldeia de João Pires"
6,050714,União das freguesias de Pedrógão de São Pedro e Bemposta
6,050712,Vale da Senhora da Póvoa
5,0508,Proença-a-Nova
6,050802,Montes da Senhora
6,050805,São Pedro do Esteval
6,050807,União das freguesias de Proença-a-Nova e Peral
6,050808,União das freguesias de Sobreira Formosa e Alvito da Beira
5,0511,Vila Velha de Ródão
6,051101,Fratel
6,051102,Perais
6,051103,Sarnadas de Ródão
6,051104,Vila Velha de Ródão
4,16I,Médio Tejo
5,1401,Abrantes
6,140104,Bemposta
6,140119,Carvalhal
6,140118,Fontes
6,140105,Martinchel
6,140106,Mouriscas
6,140107,Pego
6,140108,Rio de Moinhos
6,140115,Tramagal
6,140120,União das freguesias de Abrantes (São Vicente e São João) e Alferrarede
6,140121,União das freguesias de Aldeia do Mato e Souto
6,140122,União das freguesias de Alvega e Concavada
6,140123,União das freguesias de São Facundo e Vale das Mós
6,140124,União das freguesias de São Miguel do Rio Torto e Rossio ao Sul do Tejo
5,1402,Alcanena
6,140202,Bugalhos
6,140206,Minde
6,140207,Moitas Venda
6,140208,Monsanto
6,140209,Serra de Santo António
6,140211,União das freguesias de Alcanena e Vila Moreira
6,140212,"União das freguesias de Malhou, Louriceira e Espinheiro"
5,1408,Constância
6,140801,Constância
6,140802,Montalvo
6,140803,Santa Margarida da Coutada
5,1410,Entroncamento
6,141002,Nossa Senhora de Fátima
6,141001,São João Baptista
5,1411,Ferreira do Zêzere
6,141101,Águas Belas
6,141103,Beco
6,141104,Chãos
6,141106,Ferreira do Zêzere
6,141107,Igreja Nova do Sobral
6,141110,Nossa Senhora do Pranto
6,141111,União das freguesias de Areias e Pias
5,1413,Mação
6,141302,Amêndoa
6,141303,Cardigos
6,141304,Carvoeiro
6,141305,Envendos
6,141307,Ortiga
6,141309,"União das freguesias de Mação, Penhascoso e Aboboreira"
5,1421,Ourém
6,142101,Alburitel
6,142102,Atouguia
6,142104,Caxarias
6,142105,Espite
6,142106,Fátima
6,142115,Nossa Senhora da Piedade
6,142111,Nossa Senhora das Misericórdias
6,142113,Seiça
6,142119,"União das freguesias de Freixianda, Ribeira do Fárrio e Formigais"
6,142120,União das freguesias de Gondemaria e Olival
6,142121,União das freguesias de Matas e Cercal
6,142122,União das freguesias de Rio de Couros e Casal dos Bernardos
6,142114,Urqueira
5,1417,Sardoal
6,141701,Alcaravela
6,141702,Santiago de Montalegre
6,141703,Sardoal
6,141704,Valhascos
5,0509,Sertã
6,050901,Cabeçudo
6,050902,Carvalhal
6,050903,Castelo
6,050911,Pedrógão Pequeno
6,050912,Sertã
6,050913,Troviscal
6,050915,"União das freguesias de Cernache do Bonjardim, Nesperal e Palhais"
6,050916,União das freguesias de Cumeada e Marmeleiro
6,050917,União das freguesias de Ermida e Figueiredo
6,050914,Várzea dos Cavaleiros
5,1418,Tomar
6,141802,Asseiceira
6,141804,Carregueiros
6,141808,Olalhas
6,141809,Paialvo
6,141814,Sabacheira
6,141813,São Pedro de Tomar
6,141817,União das freguesias de Além da Ribeira e Pedreira
6,141818,União das freguesias de Casais e Alviobeira
6,141819,União das freguesias de Madalena e Beselga
6,141820,União das freguesias de Serra e Junceira
6,141821,União das freguesias de Tomar (São João Baptista) e Santa Maria dos Olivais
5,1419,Torres Novas
6,141902,Assentiz
6,141904,Chancelaria
6,141917,Meia Via
6,141909,Pedrógão
6,141910,Riachos
6,141918,"União das freguesias de Brogueira, Parceiros de Igreja e Alcorochel"
6,141919,União das freguesias de Olaia e Paço
6,141920,"União das freguesias de Torres Novas (Santa Maria, Salvador e Santiago)"
6,141921,"União das freguesias de Torres Novas (São Pedro), Lapas e Ribeira Branca"
6,141916,Zibreira
5,0510,Vila de Rei
6,051001,Fundada
6,051002,São João do Peso
6,051003,Vila de Rei
5,1420,Vila Nova da Barquinha
6,142001,Atalaia
6,142002,Praia do Ribatejo
6,142003,Tancos
6,142006,Vila Nova da Barquinha
4,16J,Beiras e Serra da Estrela
5,0902,Almeida
6,090203,Almeida
6,090207,Castelo Bom
6,090209,Freineda
6,090210,Freixo
6,090213,Malhada Sorda
6,090219,Nave de Haver
6,090224,São Pedro de Rio Seco
6,090230,"União das freguesias de Amoreira, Parada e Cabreira"
6,090231,"União das freguesias de Azinhal, Peva e Valverde"
6,090232,"União das freguesias de Castelo Mendo, Ade, Monteperobolso e Mesquitela"
6,090233,União das freguesias de Junça e Naves
6,090234,"União das freguesias de Leomil, Mido, Senouras e Aldeia Nova"
6,090235,União das freguesias de Malpartida e Vale de Coelha
6,090236,União das freguesias de Miuzela e Porto de Ovelha
6,090227,Vale da Mula
6,090229,Vilar Formoso
5,0501,Belmonte
6,050102,Caria
6,050104,Inguias
6,050105,Maçainhas
6,050106,União das freguesias de Belmonte e Colmeal da Torre
5,0903,Celorico da Beira
6,090302,Baraçal
6,090304,Carrapichana
6,090322,Casas do Soeiro
6,090306,Forno Telheiro
6,090307,Lajeosa do Mondego
6,090308,Linhares
6,090309,Maçal do Chão
6,090310,Mesquitela
6,090311,Minhocal
6,090312,Prados
6,090314,Ratoeira
6,090323,União das freguesias de Açores e Velosa
6,090324,União das freguesias de Celorico (São Pedro e Santa Maria) e Vila Boa do Mondego
6,090325,"União das freguesias de Cortiçô da Serra, Vide entre Vinhas e Salgueirais"
6,090326,União das freguesias de Rapa e Cadafaz
6,090318,Vale de Azares
5,0503,Covilhã
6,050302,Aldeia de São Francisco de Assis
6,050305,Boidobra
6,050308,Cortes do Meio
6,050309,Dominguizo
6,050310,Erada
6,050311,Ferro
6,050312,Orjais
6,050314,Paul
6,050315,Peraboa
6,050318,São Jorge da Beira
6,050322,Sobral de São Miguel
6,050324,Tortosendo
6,050325,Unhais da Serra
6,050332,União das freguesias de Barco e Coutada
6,050333,União das freguesias de Cantar-Galo e Vila do Carvalho
6,050334,União das freguesias de Casegas e Ourondo
6,050335,União das freguesias de Covilhã e Canhoso
6,050336,União das freguesias de Peso e Vales do Rio
6,050337,União das freguesias de Teixoso e Sarzedo
6,050338,União das freguesias de Vale Formoso e Aldeia do Souto
6,050327,Verdelhos
5,0904,Figueira de Castelo Rodrigo
6,090403,Castelo Rodrigo
6,090406,Escalhão
6,090408,Figueira de Castelo Rodrigo
6,090410,Mata de Lobos
6,090418,"União das freguesias de Algodres, Vale de Afonsinho e Vilar de Amargo"
6,090419,União das freguesias de Almofala e Escarigo
6,090420,União das freguesias de Cinco Vilas e Reigada
6,090421,"União das freguesias de Freixeda do Torrão, Quintã de Pêro Martins e Penha de Águia"
6,090422,União das freguesias do Colmeal e Vilar Torpim
6,090415,Vermiosa
5,0905,Fornos de Algodres
6,090501,Algodres
6,090502,Casal Vasco
6,090504,Figueiró da Granja
6,090505,Fornos de Algodres
6,090507,Infias
6,090509,Maceira
6,090510,Matança
6,090511,Muxagata
6,090512,Queiriz
6,090517,União das freguesias de Cortiçô e Vila Chã
6,090518,"União das freguesias de Juncais, Vila Ruiva e Vila Soeiro do Chão"
6,090519,União das freguesias de Sobral Pichorro e Fuinhas
5,0504,Fundão
6,050401,Alcaide
6,050402,Alcaria
6,050403,Alcongosta
6,050406,Alpedrinha
6,050408,Barroca
6,050410,Bogas de Cima
6,050411,Capinha
6,050412,Castelejo
6,050413,Castelo Novo
6,050431,Enxames
6,050416,Fatela
6,050419,Lavacolhos
6,050420,Orca
6,050421,Pêro Viseu
6,050424,Silvares
6,050425,Soalheira
6,050426,Souto da Casa
6,050427,Telhado
6,050432,Três Povos
6,050434,"União das freguesias de Fundão, Valverde, Donas, Aldeia de Joanes e Aldeia Nova do Cabo"
6,050433,União das freguesias de Janeiro de Cima e Bogas de Baixo
6,050435,União das freguesias de Póvoa de Atalaia e Atalaia do Campo
6,050436,União das freguesias de Vale de Prazeres e Mata da Rainha
5,0906,Gouveia
6,090602,Arcozelo
6,090603,Cativelos
6,090605,Folgosinho
6,090625,Gouveia
6,090612,Nespereira
6,090613,Paços da Serra
6,090614,Ribamondego
6,090617,São Paio
6,090623,União das freguesias de Aldeias e Mangualde da Serra
6,090624,União das freguesias de Figueiró da Serra e Freixo da Serra
6,090626,União das freguesias de Melo e Nabais
6,090627,União das freguesias de Moimenta da Serra e Vinhó
6,090628,União das freguesias de Rio Torto e Lagarinhos
6,090619,Vila Cortês da Serra
6,090620,Vila Franca da Serra
6,090621,Vila Nova de Tazem
5,0907,Guarda
6,090766,Adão
6,090703,Aldeia do Bispo
6,090704,Aldeia Viçosa
6,090705,Alvendre
6,090706,Arrifana
6,090708,Avelãs da Ribeira
6,090709,Benespera
6,090711,Casal de Cinza
6,090712,Castanheira
6,090713,Cavadoude
6,090714,Codesseiro
6,090716,Faia
6,090717,Famalicão
6,090718,Fernão Joanes
6,090757,Gonçalo
6,090721,Gonçalo Bocas
6,090758,Guarda
6,090759,Jarmelo São Miguel
6,090760,Jarmelo São Pedro
6,090722,João Antão
6,090723,Maçainhas
6,090724,Marmeleiro
6,090725,Meios
6,090728,Panoias de Cima
6,090729,Pega
6,090730,Pêra do Moço
6,090732,Porto da Carne
6,090734,Ramela
6,090738,Santana da Azinha
6,090744,Sobral da Serra
6,090761,União de freguesias de Avelãs de Ambom e Rocamondo
6,090762,União de freguesias de Corujeira e Trinta
6,090763,"União de freguesias de Mizarela, Pêro Soares e Vila Soeiro"
6,090764,União de freguesias de Pousade e Albardo
6,090765,União de freguesias de Rochoso e Monte Margarida
6,090746,Vale de Estrela
6,090747,Valhelhas
6,090748,Vela
6,090749,Videmonte
6,090750,Vila Cortês do Mondego
6,090751,Vila Fernando
6,090752,Vila Franca do Deão
6,090753,Vila Garcia
5,0908,Manteigas
6,090802,Manteigas (Santa Maria)
6,090803,Manteigas (São Pedro)
6,090801,Sameiro
6,090804,Vale de Amoreira
5,0909,Mêda
6,090901,Aveloso
6,090902,Barreira
6,090905,Coriscada
6,090907,Longroiva
6,090908,Marialva
6,090917,"Mêda, Outeiro de Gatos e Fonte Longa"
6,090912,Poço do Canto
6,090918,Prova e Casteição
6,090914,Rabaçal
6,090915,Ranhados
6,090919,"União das freguesias de Vale Flor, Carvalhal e Pai Penela"
5,0910,Pinhel
6,091028,Agregação das freguesias Sul de Pinhel
6,091032,Alto do Palurdo
6,091029,Alverca da Beira/Bouça Cova
6,091009,Ervedosa
6,091010,Freixedas
6,091012,Lamegal
6,091013,Lameiras
6,091014,Manigoto
6,091015,Pala
6,091017,Pinhel
6,091018,Pínzio
6,091024,Souro Pires
6,091030,Terras de Massueime
6,091035,União das freguesias de Atalaia e Safurdão
6,091031,Valbom/Bogalhal
6,091033,Vale do Côa
6,091034,Vale do Massueime
6,091027,Vascoveiro
5,0911,Sabugal
6,091101,Águas Belas
6,091103,Aldeia da Ponte
6,091102,Aldeia do Bispo
6,091106,Aldeia Velha
6,091107,Alfaiates
6,091109,Baraçal
6,091110,Bendada
6,091111,Bismula
6,091112,Casteleiro
6,091113,Cerdeira
6,091114,Fóios
6,091118,Malcata
6,091120,Nave
6,091123,Quadrazais
6,091124,Quintas de São Bartolomeu
6,091125,Rapoula do Côa
6,091126,Rebolosa
6,091127,Rendo
6,091133,Sortelha
6,091134,Souto
6,091141,"União das freguesias de Aldeia da Ribeira, Vilar Maior e Badamalos"
6,091142,União das freguesias de Lajeosa e Forcalhos
6,091143,"União das freguesias de Pousafoles do Bispo, Pena Lobo e Lomba"
6,091144,"União das freguesias de Ruvina, Ruivós e Vale das Éguas"
6,091146,União das freguesias de Santo Estêvão e Moita
6,091147,União das freguesias de Seixo do Côa e Vale Longo
6,091145,União das freguesias do Sabugal e Aldeia de Santo António
6,091136,Vale de Espinho
6,091138,Vila Boa
6,091139,Vila do Touro
5,0912,Seia
6,091201,Alvoco da Serra
6,091205,Girabolhos
6,091207,Loriga
6,091208,Paranhos
6,091209,Pinhanços
6,091210,Sabugueiro
6,091212,Sandomil
6,091213,Santa Comba
6,091216,Santiago
6,091219,Sazes da Beira
6,091221,Teixeira
6,091224,Travancinha
6,091230,União das freguesias de Carragozela e Várzea de Meruge
6,091231,União das freguesias de Sameice e Santa Eulália
6,091232,União das freguesias de Santa Marinha e São Martinho
6,091233,"União das freguesias de Seia, São Romão e Lapa dos Dinheiros"
6,091234,União das freguesias de Torrozelo e Folhadosa
6,091235,União das freguesias de Tourais e Lajes
6,091236,União das freguesias de Vide e Cabeça
6,091225,Valezim
6,091228,Vila Cova à Coelheira
5,0913,Trancoso
6,091301,Aldeia Nova
6,091303,Castanheira
6,091304,Cogula
6,091305,Cótimos
6,091307,Fiães
6,091309,Granja
